"Registry name","ID","meta","Display name","Count"
"actuallyadditions:block_crystal_cluster_redstone",4129,1,"Red Crystal Cluster",21
"actuallyadditions:block_crystal_cluster_redstone",4129,2,"Red Crystal Cluster",8
"actuallyadditions:block_crystal_cluster_redstone",4129,3,"Red Crystal Cluster",8
"actuallyadditions:block_crystal_cluster_redstone",4129,4,"Red Crystal Cluster",10
"actuallyadditions:block_crystal_cluster_redstone",4129,5,"Red Crystal Cluster",11
"actuallyadditions:block_giant_chest",4194,0,"Small Storage Crate",3
"actuallyadditions:block_misc",4192,3,"Black Quartz Ore",84649
"actuallyadditions:block_wild",4214,0,"Wild Canola",169
"actuallyadditions:block_wild",4214,1,"Wild Canola",165
"actuallyadditions:block_wild",4214,2,"Wild Canola",337
"actuallyadditions:block_wild",4214,3,"Wild Canola",109
"appliedenergistics2:charged_quartz_ore",2275,0,"Charged Certus Quartz Ore",2811
"appliedenergistics2:quartz_ore",2274,0,"Certus Quartz Ore",32315
"appliedenergistics2:sky_stone_block",2284,0,"Sky Stone",661
"appliedenergistics2:sky_stone_chest",2288,0,"Sky Stone Chest",1
"astralsorcery:blockcustomore",4770,0,"Rock Crystal Ore",108
"astralsorcery:blockcustomsandore",4771,0,"Aquamarine Shale",327
"astralsorcery:blockmarble",4773,0,"Marble",208761
"astralsorcery:blockmarble",4773,1,"Marble Bricks",353
"astralsorcery:blockmarble",4773,2,"Marble Pillar",418
"astralsorcery:blockmarble",4773,3,"Marble Arch",6
"astralsorcery:blockmarble",4773,4,"Chiseled Marble",14
"astralsorcery:blockmarble",4773,6,"Runed Marble",112
"astralsorcery:blockmarblestairs",4774,2,"Marble Stairs",6
"astralsorcery:blockmarblestairs",4774,3,"Marble Stairs",6
"astralsorcery:blockportalnode",4794,0,"",2
"biomesoplenty:coral",555,0,"Pink Coral",63
"biomesoplenty:coral",555,1,"Orange Coral",37
"biomesoplenty:coral",555,2,"Blue Coral",94
"biomesoplenty:coral",555,3,"Glowing Coral",77
"biomesoplenty:coral",555,4,"Algae",13808
"biomesoplenty:dirt",450,0,"Loamy Dirt",377457
"biomesoplenty:dirt",450,2,"Silty Dirt",669
"biomesoplenty:double_plant",564,0,"Flax",110
"biomesoplenty:double_plant",564,1,"Tall Cattail",583
"biomesoplenty:double_plant",564,3,"Sea Oats",41
"biomesoplenty:double_plant",564,8,"Flax",110
"biomesoplenty:double_plant",564,9,"Tall Cattail",583
"biomesoplenty:double_plant",564,11,"Sea Oats",41
"biomesoplenty:flower_0",567,0,"Clover",61
"biomesoplenty:flower_0",567,1,"Swampflower",481
"biomesoplenty:flower_0",567,2,"Deathbloom",448
"biomesoplenty:flower_0",567,9,"White Anemone",7
"biomesoplenty:flower_0",567,14,"Lily of the Valley",75
"biomesoplenty:flower_1",568,3,"Miner's Delight",150
"biomesoplenty:gem_ore",464,2,"Peridot Ore",2256
"biomesoplenty:gem_ore",464,5,"Malachite Ore",11517
"biomesoplenty:gem_ore",464,6,"Sapphire Ore",789
"biomesoplenty:gem_ore",464,7,"Amber Ore",2683
"biomesoplenty:grass",449,2,"Spectral Moss",141723
"biomesoplenty:grass",449,4,"Loamy Grass Block",197
"biomesoplenty:leaves_1",480,0,"Umbran Leaves",49344
"biomesoplenty:leaves_1",480,1,"Dead Leaves",41744
"biomesoplenty:leaves_1",480,8,"Umbran Leaves",32161
"biomesoplenty:leaves_1",480,9,"Dead Leaves",47032
"biomesoplenty:leaves_4",483,3,"Willow Leaves",3628
"biomesoplenty:leaves_4",483,11,"Willow Leaves",1198
"biomesoplenty:log_0",474,2,"Umbran Wood",1861
"biomesoplenty:log_0",474,6,"Umbran Wood",9849
"biomesoplenty:log_0",474,10,"Umbran Wood",1847
"biomesoplenty:log_2",476,5,"Willow Wood",350
"biomesoplenty:log_4",478,1,"Dead Wood",1141
"biomesoplenty:log_4",478,5,"Dead Wood",2652
"biomesoplenty:log_4",478,9,"Dead Wood",630
"biomesoplenty:mud",460,0,"Mud",185831
"biomesoplenty:mushroom",565,0,"Toadstool",429
"biomesoplenty:mushroom",565,1,"Portobello",239
"biomesoplenty:mushroom",565,2,"Blue Milk Cap",14
"biomesoplenty:mushroom",565,3,"Glowshroom",1006
"biomesoplenty:mushroom",565,4,"Flat Mushroom",82
"biomesoplenty:plant_0",562,0,"Short Grass",7057
"biomesoplenty:plant_0",562,1,"Medium Grass",5504
"biomesoplenty:plant_0",562,2,"Bush",334
"biomesoplenty:plant_0",562,9,"Koru",908
"biomesoplenty:plant_0",562,10,"Clover Patch",333
"biomesoplenty:plant_0",562,11,"Leaf Pile",901
"biomesoplenty:plant_0",562,12,"Dead Leaf Pile",5368
"biomesoplenty:plant_1",563,2,"Thorns",509
"biomesoplenty:plant_1",563,4,"Cattail",508
"biomesoplenty:plant_1",563,5,"River Cane",128
"biomesoplenty:plant_1",563,8,"Reed",700
"biomesoplenty:plant_1",563,9,"Root",316
"biomesoplenty:poison",577,0,"biomesoplenty:poison",1588
"biomesoplenty:tree_moss",571,1,"Umbran Tree Moss",1999
"biomesoplenty:tree_moss",571,2,"Umbran Tree Moss",2242
"biomesoplenty:tree_moss",571,4,"Umbran Tree Moss",2299
"biomesoplenty:tree_moss",571,8,"Umbran Tree Moss",2044
"biomesoplenty:waterlily",557,0,"Medium Lily Pad",331
"biomesoplenty:waterlily",557,1,"Small Lily Pad",349
"biomesoplenty:waterlily",557,2,"Tiny Lily Pad",658
"biomesoplenty:waterlily",557,3,"Flowered Lily",858
"biomesoplenty:willow_vine",572,1,"Willow Vine",708
"biomesoplenty:willow_vine",572,2,"Willow Vine",656
"biomesoplenty:willow_vine",572,4,"Willow Vine",619
"biomesoplenty:willow_vine",572,8,"Willow Vine",640
"botania:doubleflower1",3230,0,"Tall Mystical White Flower",2
"botania:doubleflower1",3230,1,"Tall Mystical White Flower",2
"botania:doubleflower1",3230,2,"Tall Mystical White Flower",6
"botania:doubleflower1",3230,3,"Tall Mystical White Flower",2
"botania:doubleflower1",3230,4,"Tall Mystical White Flower",2
"botania:doubleflower1",3230,5,"Tall Mystical White Flower",2
"botania:doubleflower1",3230,6,"Tall Mystical White Flower",1
"botania:doubleflower1",3230,7,"Tall Mystical White Flower",4
"botania:doubleflower1",3230,8,"Tall Mystical White Flower",2
"botania:doubleflower1",3230,9,"Tall Mystical White Flower",2
"botania:doubleflower1",3230,10,"Tall Mystical White Flower",6
"botania:doubleflower1",3230,11,"Tall Mystical White Flower",2
"botania:doubleflower1",3230,12,"Tall Mystical White Flower",2
"botania:doubleflower1",3230,13,"Tall Mystical White Flower",2
"botania:doubleflower1",3230,14,"Tall Mystical White Flower",1
"botania:doubleflower1",3230,15,"Tall Mystical White Flower",4
"botania:doubleflower2",3231,0,"Tall Mystical Light Gray Flower",2
"botania:doubleflower2",3231,1,"Tall Mystical Light Gray Flower",2
"botania:doubleflower2",3231,2,"Tall Mystical Light Gray Flower",2
"botania:doubleflower2",3231,3,"Tall Mystical Light Gray Flower",1
"botania:doubleflower2",3231,4,"Tall Mystical Light Gray Flower",2
"botania:doubleflower2",3231,6,"Tall Mystical Light Gray Flower",2
"botania:doubleflower2",3231,7,"Tall Mystical Light Gray Flower",3
"botania:doubleflower2",3231,8,"Tall Mystical Light Gray Flower",2
"botania:doubleflower2",3231,9,"Tall Mystical Light Gray Flower",2
"botania:doubleflower2",3231,10,"Tall Mystical Light Gray Flower",2
"botania:doubleflower2",3231,11,"Tall Mystical Light Gray Flower",1
"botania:doubleflower2",3231,12,"Tall Mystical Light Gray Flower",2
"botania:doubleflower2",3231,13,"Tall Mystical Light Gray Flower",1
"botania:doubleflower2",3231,14,"Tall Mystical Light Gray Flower",2
"botania:doubleflower2",3231,15,"Tall Mystical Light Gray Flower",3
"botania:flower",3176,0,"Mystical White Flower",34
"botania:flower",3176,1,"Mystical Orange Flower",31
"botania:flower",3176,2,"Mystical Magenta Flower",66
"botania:flower",3176,3,"Mystical Light Blue Flower",38
"botania:flower",3176,4,"Mystical Yellow Flower",24
"botania:flower",3176,5,"Mystical Lime Flower",67
"botania:flower",3176,6,"Mystical Pink Flower",28
"botania:flower",3176,7,"Mystical Gray Flower",20
"botania:flower",3176,8,"Mystical Light Gray Flower",20
"botania:flower",3176,9,"Mystical Cyan Flower",34
"botania:flower",3176,10,"Mystical Purple Flower",46
"botania:flower",3176,11,"Mystical Blue Flower",49
"botania:flower",3176,12,"Mystical Brown Flower",41
"botania:flower",3176,13,"Mystical Green Flower",23
"botania:flower",3176,14,"Mystical Red Flower",42
"botania:flower",3176,15,"Mystical Black Flower",54
"botania:mushroom",3228,0,"White Shimmering Mushroom",69
"botania:mushroom",3228,1,"Orange Shimmering Mushroom",66
"botania:mushroom",3228,2,"Magenta Shimmering Mushroom",66
"botania:mushroom",3228,3,"Light Blue Shimmering Mushroom",60
"botania:mushroom",3228,4,"Yellow Shimmering Mushroom",67
"botania:mushroom",3228,5,"Lime Shimmering Mushroom",46
"botania:mushroom",3228,6,"Pink Shimmering Mushroom",42
"botania:mushroom",3228,7,"Gray Shimmering Mushroom",60
"botania:mushroom",3228,8,"Light Gray Shimmering Mushroom",59
"botania:mushroom",3228,9,"Cyan Shimmering Mushroom",60
"botania:mushroom",3228,10,"Purple Shimmering Mushroom",66
"botania:mushroom",3228,11,"Blue Shimmering Mushroom",59
"botania:mushroom",3228,12,"Brown Shimmering Mushroom",56
"botania:mushroom",3228,13,"Green Shimmering Mushroom",48
"botania:mushroom",3228,14,"Red Shimmering Mushroom",56
"botania:mushroom",3228,15,"Black Shimmering Mushroom",67
"chisel:basalt2",2358,7,"Basalt",177889
"chisel:limestone2",2513,7,"Limestone",31140
"deepresonance:resonating_crystal",5296,0,"Resonating Crystal",119
"deepresonance:resonating_ore",5315,0,"Resonating Ore",7987
"draconicevolution:draconium_ore",341,0,"Draconium Ore",1192
"ebwizardry:arcane_workbench",3572,0,"Arcane Workbench",1
"ebwizardry:crystal_flower",3577,0,"Crystal Flower",238
"ebwizardry:crystal_ore",3573,0,"Crystal Ore",47070
"embers:archaic_bricks",5381,0,"Archaic Bricks",2513
"embers:archaic_edge",5382,0,"Archaic Edge",396
"embers:archaic_light",5384,0,"Archaic Light",33
"embers:ashen_brick",5365,0,"Ashen Brick",396
"embers:ashen_tile",5370,0,"Ashen Tile",427
"embers:ore_quartz",5387,0,"Quartz Ore",28986
"extrabees:hive",1158,0,"Water Hive",34
"extrabees:hive",1158,1,"Rock Hive",582
"extratrees:leaves.default.20",1420,8,"trees.grammar.leaves.type",1
"extratrees:logs.9",1176,2,"Cherry Wood",48
"extratrees:shrub_log",1432,0,"Shrub Wood",211
"extrautils2:moonstone",405,0,"extrautils2:moonstone",211
"extrautils2:redorchid",397,6,"Red Orchid",14
"forestry:beehives",976,0,"Forest Hive",40
"forestry:beehives",976,1,"Meadows Hive",48
"forestry:beehives",976,6,"Marshy Hive",10
"forestry:leaves",924,0,"trees.grammar.leaves.type",2067
"forestry:leaves",924,8,"trees.grammar.leaves.type",213
"forestry:leaves.default.0",925,3,"trees.grammar.leaves.type",2003
"forestry:leaves.default.0",925,11,"trees.grammar.leaves.type",400
"forestry:leaves.default.1",926,2,"trees.grammar.leaves.type",807
"forestry:leaves.default.1",926,10,"trees.grammar.leaves.type",84
"forestry:leaves.default.2",927,1,"trees.grammar.leaves.type",2163
"forestry:leaves.default.2",927,9,"trees.grammar.leaves.type",139
"forestry:leaves.default.7",932,2,"trees.grammar.leaves.type",346
"forestry:leaves.default.7",932,10,"trees.grammar.leaves.type",41
"forestry:logs.0",720,3,"Lime Wood",166
"forestry:logs.0",720,7,"Lime Wood",59
"forestry:logs.0",720,11,"Lime Wood",16
"forestry:logs.3",723,0,"Willow Wood",10
"forestry:logs.3",723,3,"Cherry Wood",34
"forestry:logs.3",723,7,"Cherry Wood",11
"forestry:logs.3",723,11,"Cherry Wood",23
"forestry:logs.5",725,2,"Maple Wood",97
"forestry:logs.5",725,6,"Maple Wood",10
"forestry:logs.5",725,10,"Maple Wood",30
"forestry:resources",695,0,"Apatite Ore",10792
"ic2:leaves",292,4,"Rubber Tree Leaves",472
"ic2:leaves",292,12,"Rubber Tree Leaves",24353
"ic2:resource",291,4,"Uranium Ore",17771
"ic2:rubber_wood",293,0,"Rubber Wood",2160
"ic2:rubber_wood",293,7,"Rubber Wood",139
"ic2:rubber_wood",293,8,"Rubber Wood",140
"ic2:rubber_wood",293,9,"Rubber Wood",123
"ic2:rubber_wood",293,10,"Rubber Wood",121
"immersivepetroleum:fluid_crude_oil",3308,0,"immersivepetroleum:fluid_crude_oil",19646
"immersivepetroleum:fluid_crude_oil",3308,1,"immersivepetroleum:fluid_crude_oil",696
"immersivepetroleum:fluid_crude_oil",3308,2,"immersivepetroleum:fluid_crude_oil",8
"immersivepetroleum:fluid_crude_oil",3308,3,"immersivepetroleum:fluid_crude_oil",2
"integrateddynamics:menril_leaves",3696,1,"Menril Leaves",7
"integrateddynamics:menril_leaves",3696,3,"Menril Leaves",7224
"integrateddynamics:menril_log",3694,1,"Menril Wood",1993
"integrateddynamics:menril_log",3694,3,"Menril Wood",268
"integrateddynamics:menril_log_filled",3695,4,"Enriched Menril Wood",55
"integrateddynamics:menril_log_filled",3695,5,"Enriched Menril Wood",51
"integrateddynamics:menril_log_filled",3695,6,"Enriched Menril Wood",66
"integrateddynamics:menril_log_filled",3695,7,"Enriched Menril Wood",56
"integrateddynamics:menril_log_filled",3695,12,"Enriched Menril Wood",9
"integrateddynamics:menril_log_filled",3695,13,"Enriched Menril Wood",4
"integrateddynamics:menril_log_filled",3695,14,"Enriched Menril Wood",4
"integrateddynamics:menril_log_filled",3695,15,"Enriched Menril Wood",18
"libvulpes:ore0",2183,0,"Dilithium Ore",36923
"libvulpes:ore0",2183,8,"Rutile Ore",44976
"magicbees:hiveblock",5668,0,"Curious Hive",31
"magicbees:hiveblock",5668,1,"Unusual Hive",6
"magicbees:hiveblock",5668,3,"Deep Hive",192
"magicbees:hiveblock",5668,4,"Infernal Hive",13
"magicbees:hiveblock",5668,5,"Oblivion Hive",39
"mekanism:oreblock",3322,0,"Osmium Ore",96809
"mekanism:saltblock",3336,0,"Salt Block",25588
"minecraft:air",0,0,"minecraft:air",133826620
"minecraft:anvil",145,1,"Anvil",3
"minecraft:anvil",145,2,"Anvil",1
"minecraft:bed",26,1,"minecraft:bed",1
"minecraft:bed",26,2,"minecraft:bed",3
"minecraft:bed",26,9,"minecraft:bed",1
"minecraft:bed",26,10,"minecraft:bed",3
"minecraft:bedrock",7,0,"Bedrock",2100448
"minecraft:beetroots",207,3,"minecraft:beetroots",9
"minecraft:bone_block",216,0,"Bone Block",124
"minecraft:bone_block",216,4,"Bone Block",54
"minecraft:bone_block",216,8,"Bone Block",102
"minecraft:bookshelf",47,0,"Oak Bookshelf",70
"minecraft:brewing_stand",117,0,"minecraft:brewing_stand",5
"minecraft:brick_block",45,0,"Bricks",2055
"minecraft:brick_stairs",108,0,"Brick Stairs",25
"minecraft:brick_stairs",108,1,"Brick Stairs",46
"minecraft:brick_stairs",108,2,"Brick Stairs",27
"minecraft:brick_stairs",108,3,"Brick Stairs",38
"minecraft:brick_stairs",108,4,"Brick Stairs",50
"minecraft:brick_stairs",108,5,"Brick Stairs",53
"minecraft:brick_stairs",108,6,"Brick Stairs",63
"minecraft:brick_stairs",108,7,"Brick Stairs",58
"minecraft:brown_mushroom",39,0,"Mushroom",880
"minecraft:brown_mushroom_block",99,1,"Mushroom",144
"minecraft:brown_mushroom_block",99,2,"Mushroom",219
"minecraft:brown_mushroom_block",99,3,"Mushroom",146
"minecraft:brown_mushroom_block",99,4,"Mushroom",217
"minecraft:brown_mushroom_block",99,5,"Mushroom",1835
"minecraft:brown_mushroom_block",99,6,"Mushroom",220
"minecraft:brown_mushroom_block",99,7,"Mushroom",148
"minecraft:brown_mushroom_block",99,8,"Mushroom",225
"minecraft:brown_mushroom_block",99,9,"Mushroom",150
"minecraft:brown_mushroom_block",99,10,"Mushroom",391
"minecraft:cake",92,0,"minecraft:cake",7
"minecraft:carpet",171,0,"White Carpet",32
"minecraft:carpet",171,1,"Orange Carpet",24
"minecraft:carpet",171,2,"Magenta Carpet",16
"minecraft:carpet",171,3,"Light Blue Carpet",8
"minecraft:carpet",171,6,"Pink Carpet",16
"minecraft:carpet",171,7,"Gray Carpet",24
"minecraft:carpet",171,9,"Cyan Carpet",24
"minecraft:carpet",171,10,"Purple Carpet",32
"minecraft:carpet",171,12,"Brown Carpet",16
"minecraft:carpet",171,13,"Green Carpet",48
"minecraft:carpet",171,14,"Red Carpet",16
"minecraft:carpet",171,15,"Black Carpet",8
"minecraft:carrots",141,0,"minecraft:carrots",17
"minecraft:carrots",141,7,"minecraft:carrots",4
"minecraft:cauldron",118,0,"minecraft:cauldron",1
"minecraft:chest",54,2,"Oak Chest",408
"minecraft:chest",54,3,"Oak Chest",12
"minecraft:chest",54,4,"Oak Chest",2
"minecraft:chest",54,5,"Oak Chest",7
"minecraft:clay",82,0,"Clay",49667
"minecraft:coal_block",173,0,"Block of Coal",3026
"minecraft:coal_ore",16,0,"Coal Ore",481655
"minecraft:cobblestone",4,0,"Cobblestone",124538
"minecraft:cocoa",127,8,"minecraft:cocoa",2
"minecraft:crafting_table",58,0,"Crafting Table",9
"minecraft:dark_oak_stairs",164,2,"Dark Oak Wood Stairs",1
"minecraft:dark_oak_stairs",164,3,"Dark Oak Wood Stairs",1
"minecraft:dark_oak_stairs",164,4,"Dark Oak Wood Stairs",3
"minecraft:dark_oak_stairs",164,5,"Dark Oak Wood Stairs",6
"minecraft:dark_oak_stairs",164,6,"Dark Oak Wood Stairs",3
"minecraft:dark_oak_stairs",164,7,"Dark Oak Wood Stairs",3
"minecraft:deadbush",32,0,"Dead Bush",3
"minecraft:diamond_block",57,0,"Block of Diamond",5
"minecraft:diamond_ore",56,0,"Diamond Ore",9272
"minecraft:dirt",3,0,"Dirt",1739573
"minecraft:dirt",3,1,"Coarse Dirt",1615
"minecraft:dispenser",23,1,"Dispenser",6
"minecraft:dispenser",23,2,"Dispenser",4
"minecraft:dispenser",23,3,"Dispenser",3
"minecraft:dispenser",23,4,"Dispenser",4
"minecraft:dispenser",23,5,"Dispenser",6
"minecraft:double_plant",175,1,"Lilac",37
"minecraft:double_plant",175,2,"Sunflower",332
"minecraft:double_plant",175,4,"Rose Bush",44
"minecraft:double_plant",175,5,"Peony",38
"minecraft:double_plant",175,10,"Sunflower",453
"minecraft:double_stone_slab",43,8,"minecraft:double_stone_slab",196
"minecraft:dropper",158,1,"Dropper",5
"minecraft:dropper",158,9,"Dropper",1
"minecraft:emerald_block",133,0,"Block of Emerald",13
"minecraft:emerald_ore",129,0,"Emerald Ore",29
"minecraft:end_stone",121,0,"End Stone",565
"minecraft:farmland",60,0,"Farmland",113
"minecraft:fence",85,0,"Oak Fence",519
"minecraft:fire",51,0,"minecraft:fire",49
"minecraft:fire",51,1,"minecraft:fire",3
"minecraft:fire",51,2,"minecraft:fire",10
"minecraft:fire",51,3,"minecraft:fire",7
"minecraft:fire",51,4,"minecraft:fire",3
"minecraft:fire",51,5,"minecraft:fire",4
"minecraft:fire",51,6,"minecraft:fire",6
"minecraft:fire",51,7,"minecraft:fire",4
"minecraft:fire",51,8,"minecraft:fire",2
"minecraft:fire",51,10,"minecraft:fire",2
"minecraft:fire",51,11,"minecraft:fire",1
"minecraft:fire",51,12,"minecraft:fire",4
"minecraft:fire",51,13,"minecraft:fire",1
"minecraft:fire",51,15,"minecraft:fire",2
"minecraft:flower_pot",140,0,"Flowerpot",43
"minecraft:flowing_lava",10,0,"minecraft:flowing_lava",76126
"minecraft:flowing_lava",10,1,"minecraft:flowing_lava",25
"minecraft:flowing_lava",10,2,"minecraft:flowing_lava",32
"minecraft:flowing_lava",10,4,"minecraft:flowing_lava",34
"minecraft:flowing_lava",10,6,"minecraft:flowing_lava",29
"minecraft:flowing_lava",10,10,"minecraft:flowing_lava",20
"minecraft:flowing_lava",10,12,"minecraft:flowing_lava",9
"minecraft:flowing_lava",10,14,"minecraft:flowing_lava",2
"minecraft:flowing_water",8,0,"minecraft:flowing_water",2935
"minecraft:flowing_water",8,1,"minecraft:flowing_water",91
"minecraft:flowing_water",8,2,"minecraft:flowing_water",84
"minecraft:flowing_water",8,3,"minecraft:flowing_water",82
"minecraft:flowing_water",8,4,"minecraft:flowing_water",90
"minecraft:flowing_water",8,5,"minecraft:flowing_water",87
"minecraft:flowing_water",8,6,"minecraft:flowing_water",92
"minecraft:flowing_water",8,7,"minecraft:flowing_water",111
"minecraft:flowing_water",8,8,"minecraft:flowing_water",14
"minecraft:flowing_water",8,9,"minecraft:flowing_water",32
"minecraft:flowing_water",8,10,"minecraft:flowing_water",9
"minecraft:flowing_water",8,14,"minecraft:flowing_water",4
"minecraft:flowing_water",8,15,"minecraft:flowing_water",1
"minecraft:furnace",61,2,"Furnace",4
"minecraft:furnace",61,4,"Furnace",6
"minecraft:furnace",61,5,"Furnace",2
"minecraft:glass_pane",102,0,"Glass Pane",5
"minecraft:glowstone",89,0,"Glowstone",215
"minecraft:gold_block",41,0,"Block of Gold",10
"minecraft:gold_ore",14,0,"Gold Ore",26137
"minecraft:grass",2,0,"Grass Block",323189
"minecraft:gravel",13,0,"Gravel",583927
"minecraft:hopper",154,0,"Hopper",14
"minecraft:hopper",154,2,"Hopper",4
"minecraft:hopper",154,4,"Hopper",12
"minecraft:iron_bars",101,0,"Iron Bars",3492
"minecraft:iron_door",71,0,"minecraft:iron_door",6
"minecraft:iron_door",71,1,"minecraft:iron_door",2
"minecraft:iron_door",71,2,"minecraft:iron_door",1
"minecraft:iron_door",71,2,"minecraft:iron_door",4
"minecraft:iron_door",71,3,"minecraft:iron_door",1
"minecraft:iron_door",71,9,"minecraft:iron_door",2
"minecraft:iron_door",71,9,"minecraft:iron_door",2
"minecraft:iron_door",71,9,"minecraft:iron_door",2
"minecraft:iron_door",71,9,"minecraft:iron_door",8
"minecraft:iron_ore",15,0,"Iron Ore",277134
"minecraft:jukebox",84,0,"Jukebox",5
"minecraft:lapis_block",22,0,"Lapis Lazuli Block",3
"minecraft:lapis_ore",21,0,"Lapis Lazuli Ore",10521
"minecraft:lava",11,0,"minecraft:lava",173227
"minecraft:lava",11,2,"minecraft:lava",1004
"minecraft:lava",11,4,"minecraft:lava",653
"minecraft:lava",11,6,"minecraft:lava",588
"minecraft:lava",11,8,"minecraft:lava",112
"minecraft:lava",11,10,"minecraft:lava",861
"minecraft:lava",11,12,"minecraft:lava",213
"minecraft:lava",11,14,"minecraft:lava",126
"minecraft:leaves",18,0,"Oak Leaves",135785
"minecraft:leaves",18,2,"Birch Leaves",20316
"minecraft:leaves",18,8,"Oak Leaves",84829
"minecraft:leaves",18,10,"Birch Leaves",22589
"minecraft:leaves",18,12,"Oak Leaves",3354
"minecraft:leaves2",161,1,"Dark Oak Leaves",60116
"minecraft:leaves2",161,9,"Dark Oak Leaves",43005
"minecraft:lever",69,1,"Lever",2
"minecraft:lever",69,2,"Lever",4
"minecraft:lever",69,3,"Lever",4
"minecraft:lever",69,4,"Lever",9
"minecraft:lever",69,14,"Lever",1
"minecraft:lit_furnace",62,2,"minecraft:lit_furnace",1
"minecraft:lit_furnace",62,3,"minecraft:lit_furnace",3
"minecraft:lit_pumpkin",91,0,"Jack o'Lantern",2
"minecraft:lit_pumpkin",91,1,"Jack o'Lantern",2
"minecraft:lit_pumpkin",91,2,"Jack o'Lantern",11
"minecraft:lit_redstone_lamp",124,0,"minecraft:lit_redstone_lamp",39
"minecraft:log",17,0,"Oak Wood",12376
"minecraft:log",17,1,"Spruce Wood",1557
"minecraft:log",17,2,"Birch Wood",5326
"minecraft:log",17,4,"Oak Wood",2811
"minecraft:log",17,8,"Oak Wood",1827
"minecraft:log",17,9,"Spruce Wood",24
"minecraft:log",17,11,"Jungle Wood",2
"minecraft:log2",162,1,"Dark Oak Wood",43027
"minecraft:log2",162,5,"Dark Oak Wood",506
"minecraft:log2",162,9,"Dark Oak Wood",505
"minecraft:magma",213,0,"Magma Block",2865
"minecraft:melon_stem",105,0,"minecraft:melon_stem",4
"minecraft:mob_spawner",52,0,"Monster Spawner",354
"minecraft:monster_egg",97,1,"Stone Monster Egg",1799
"minecraft:monster_egg",97,2,"Stone Monster Egg",1761
"minecraft:monster_egg",97,3,"Stone Monster Egg",1764
"minecraft:monster_egg",97,4,"Stone Monster Egg",1822
"minecraft:mossy_cobblestone",48,0,"Moss Stone",28250
"minecraft:mycelium",110,0,"Mycelium",62
"minecraft:nether_brick",112,0,"Nether Brick",119429
"minecraft:nether_brick_fence",113,0,"Nether Brick Fence",621
"minecraft:nether_brick_stairs",114,0,"Nether Brick Stairs",248
"minecraft:nether_brick_stairs",114,1,"Nether Brick Stairs",255
"minecraft:nether_brick_stairs",114,2,"Nether Brick Stairs",282
"minecraft:nether_brick_stairs",114,3,"Nether Brick Stairs",285
"minecraft:nether_brick_stairs",114,4,"Nether Brick Stairs",1177
"minecraft:nether_brick_stairs",114,5,"Nether Brick Stairs",1229
