"Registry name","ID","meta","Display name","Count"
"minecraft:fire",51,2,"minecraft:fire",78
"minecraft:fire",51,3,"minecraft:fire",134
"minecraft:fire",51,4,"minecraft:fire",167
"minecraft:fire",51,5,"minecraft:fire",225
"minecraft:fire",51,6,"minecraft:fire",148
"minecraft:fire",51,7,"minecraft:fire",138
"minecraft:fire",51,8,"minecraft:fire",86
"minecraft:fire",51,9,"minecraft:fire",49
"minecraft:fire",51,10,"minecraft:fire",28
"minecraft:fire",51,11,"minecraft:fire",11
"minecraft:fire",51,12,"minecraft:fire",2
"minecraft:fire",51,13,"minecraft:fire",3
"minecraft:fire",51,14,"minecraft:fire",3
"minecraft:fire",51,15,"minecraft:fire",16
"minecraft:flowing_lava",10,0,"minecraft:flowing_lava",519
"minecraft:flowing_lava",10,1,"minecraft:flowing_lava",82
"minecraft:flowing_lava",10,2,"minecraft:flowing_lava",48
"minecraft:flowing_lava",10,3,"minecraft:flowing_lava",37
"minecraft:flowing_lava",10,4,"minecraft:flowing_lava",36
"minecraft:flowing_lava",10,5,"minecraft:flowing_lava",42
"minecraft:flowing_lava",10,6,"minecraft:flowing_lava",41
"minecraft:flowing_lava",10,7,"minecraft:flowing_lava",41
"minecraft:flowing_lava",10,9,"minecraft:flowing_lava",2
"minecraft:flowing_lava",10,10,"minecraft:flowing_lava",1
"minecraft:glowstone",89,0,"Glowstone",7442
"minecraft:grass",2,0,"Grass Block",90704
"minecraft:gravel",13,0,"Gravel",5786
"minecraft:lava",11,0,"minecraft:lava",2722420
"minecraft:lava",11,1,"minecraft:lava",2018
"minecraft:lava",11,2,"minecraft:lava",1101
"minecraft:lava",11,3,"minecraft:lava",905
"minecraft:lava",11,4,"minecraft:lava",793
"minecraft:lava",11,5,"minecraft:lava",717
"minecraft:lava",11,6,"minecraft:lava",668
"minecraft:lava",11,7,"minecraft:lava",640
"minecraft:lava",11,8,"minecraft:lava",3651
"minecraft:lava",11,9,"minecraft:lava",4912
"minecraft:lava",11,10,"minecraft:lava",660
"minecraft:lava",11,11,"minecraft:lava",191
"minecraft:lava",11,12,"minecraft:lava",69
"minecraft:lava",11,13,"minecraft:lava",43
"minecraft:lava",11,14,"minecraft:lava",30
"minecraft:lava",11,15,"minecraft:lava",133
"minecraft:leaves",18,0,"Oak Leaves",6086
"minecraft:leaves",18,1,"Spruce Leaves",3
"minecraft:leaves",18,2,"Birch Leaves",1
"minecraft:leaves",18,3,"Jungle Leaves",1
"minecraft:leaves",18,8,"Oak Leaves",7038
"minecraft:leaves",18,9,"Spruce Leaves",2104
"minecraft:leaves",18,10,"Birch Leaves",2081
"minecraft:leaves",18,11,"Jungle Leaves",2207
"minecraft:leaves2",161,0,"Acacia Leaves",2
"minecraft:leaves2",161,1,"Dark Oak Leaves",2
"minecraft:leaves2",161,8,"Acacia Leaves",1962
"minecraft:leaves2",161,9,"Dark Oak Leaves",1996
"minecraft:log",17,0,"Oak Wood",1646
"minecraft:log",17,1,"Spruce Wood",890
"minecraft:log",17,2,"Birch Wood",880
"minecraft:log",17,3,"Jungle Wood",926
"minecraft:log",17,4,"Oak Wood",22
"minecraft:log",17,8,"Oak Wood",11
"minecraft:log2",162,0,"Acacia Wood",826
"minecraft:log2",162,1,"Dark Oak Wood",844
"minecraft:magma",213,0,"Magma Block",338086
"minecraft:mob_spawner",52,0,"Monster Spawner",9
"minecraft:nether_brick",112,0,"Nether Brick",379859
"minecraft:nether_brick_fence",113,0,"Nether Brick Fence",6355
"minecraft:nether_brick_stairs",114,0,"Nether Brick Stairs",114
"minecraft:nether_brick_stairs",114,1,"Nether Brick Stairs",108
"minecraft:nether_brick_stairs",114,2,"Nether Brick Stairs",71
"minecraft:nether_brick_stairs",114,3,"Nether Brick Stairs",215
"minecraft:nether_wart",115,0,"minecraft:nether_wart",160
"minecraft:netherrack",87,0,"Netherrack",33464444
"minecraft:obsidian",49,0,"Obsidian",32261
"minecraft:packed_ice",174,0,"Packed Ice",87564
"minecraft:quartz_block",155,0,"Block of Quartz",54153
"minecraft:quartz_ore",153,0,"Nether Quartz Ore",254131
"minecraft:red_flower",38,0,"Poppy",703
"minecraft:red_mushroom",40,0,"Mushroom",6623
"minecraft:red_mushroom_block",100,1,"Mushroom",2235
"minecraft:red_mushroom_block",100,2,"Mushroom",1278
"minecraft:red_mushroom_block",100,3,"Mushroom",2229
"minecraft:red_mushroom_block",100,4,"Mushroom",1279
"minecraft:red_mushroom_block",100,5,"Mushroom",323
"minecraft:red_mushroom_block",100,6,"Mushroom",1275
"minecraft:red_mushroom_block",100,7,"Mushroom",2227
"minecraft:red_mushroom_block",100,8,"Mushroom",1279
"minecraft:red_mushroom_block",100,9,"Mushroom",2218
"minecraft:red_mushroom_block",100,10,"Mushroom",1689
"minecraft:soul_sand",88,0,"Soul Sand",98186
"minecraft:tallgrass",31,1,"Shrub",3826
"minecraft:yellow_flower",37,0,"Dandelion",1344
"mysticalagriculture:nether_inferium_ore",4340,0,"§eNether Inferium Ore",1608
"mysticalagriculture:nether_prosperity_ore",4337,0,"Nether Prosperity Ore",1651
"mysticalagriculture:soulstone",4311,0,"Cobbled Soulstone",1542643
"netherliving:chalk_pile",5699,0,"Chalk Pile",22356
"netherliving:copper_ore",5689,0,"Copper Ore",22011
"netherliving:corrupted_grass",5696,0,"Corrupted Grass",295131
"netherliving:frozen_grass",5695,0,"Frozen Grass",219892
"netherliving:frozen_netherrack",5697,0,"Frozen Netherrack",8105697
"netherliving:icicle",5698,0,"Icicle",3134
"nuclearcraft:glowing_mushroom",1791,0,"Glowing Mushroom",94
"plants2:nether_harvest",5717,0,"Blazing Orchid",29
"plants2:nether_harvest",5717,2,"Flowering Magma",24
"plants2:nether_harvest",5717,4,"Golden Flame",14
"plants2:nether_harvest",5717,6,"Flameberry Bush",20
"plants2:nether_harvest",5717,8,"Emberian",25
"plants2:nether_harvest",5717,10,"Smoldering Berry Bush",26
"plants2:nether_leaves",5728,2,"Ashen Leaves",8123
"plants2:nether_leaves",5728,3,"Ashen Leaves",3243
"plants2:nether_leaves",5728,6,"Blazing Leaves",2535
"plants2:nether_leaves",5728,7,"Blazing Leaves",5666
"plants2:nether_log",5726,5,"Ashen Wood",1803
"plants2:nether_log",5726,6,"Blazing Wood",1321
"quark:basalt",4872,0,"Basalt",924140
"quark:smoker",4877,0,"Nether Smoker",258
"rustic:deathstalk_mushroom",1108,3,"Deathstalk Mushroom",57
"tconstruct:ore",2912,0,"Cobalt Ore",25898
"tconstruct:ore",2912,1,"Ardite Ore",26646
"tconstruct:slime_congealed",2911,3,"Congealed Blood Slime Block",160
"tconstruct:slime_congealed",2911,4,"Congealed Magma Slime Block",779
"tconstruct:slime_dirt",2924,3,"Magma Slimy Dirt",27580
"tconstruct:slime_grass",2925,14,"Purple Slimy Grass",4637
"tconstruct:slime_grass_tall",2927,8,"Tall Slimy Grass",317
"tconstruct:slime_grass_tall",2927,9,"Tall Slimy Grass",290
"tconstruct:slime_leaves",2926,2,"Slimy Leaves",900
"tconstruct:slime_leaves",2926,10,"Slimy Leaves",1013
"techreborn:ore",597,5,"Pyrite Ore",12813
"techreborn:ore",597,6,"Cinnabar Ore",12616
"techreborn:ore",597,7,"Sphalerite Ore",12623
"thermalfoundation:fluid_glowstone",334,0,"Energized Glowstone",735
"thermalfoundation:fluid_glowstone",334,1,"Energized Glowstone",279
"thermalfoundation:ore_fluid",325,3,"Energized Netherrack",6854
